-27,5,-9,-7,12,-8,31,-2,14,7,-8,8,-34,0,-17,-7,3,-6,22,5,1,9,-19,9
-26,6,-8,-4,13,-5,33,-1,14,8,-7,8,-29,3,-13,-3,7,-3,26,5,6,9,-14,10
-27,6,-10,-3,9,-3,27,1,11,9,-8,9,-27,2,-11,-3,8,-4,25,4,8,8,-11,9
-26,7,-8,-2,11,-3,31,0,13,9,-7,10,-31,3,-13,-2,6,-2,24,6,5,10,-14,10
-27,7,-9,-1,11,-1,31,1,13,9,-7,11,-31,3,-14,-1,5,-1,25,6,5,10,-15,11
-26,7,-8,-2,12,-3,31,1,14,9,-6,10,-29,3,-12,-1,7,-2,25,6,7,10,-13,11
-28,1,-9,-13,13,-14,31,-8,15,2,-7,4,-36,-1,-17,-7,4,-6,22,6,3,10,-19,9
-30,6,-10,-3,10,-3,28,0,11,9,-9,10,-33,0,-15,-4,5,-3,24,5,4,10,-16,9
-27,6,-8,-5,13,-6,31,-1,14,8,-7,9,-31,2,-14,-4,6,-3,25,6,5,10,-15,11
-28,7,-8,-2,13,-3,33,1,14,10,-7,10,-31,1,-14,-4,6,-4,25,6,4,9,-16,9
-26,6,-6,-3,15,-4,36,0,16,8,-6,9,-33,3,-14,-1,7,-1,27,8,5,11,-16,11
-29,7,-9,-4,12,-5,32,-1,14,10,-8,10,-32,3,-13,-3,8,-2,28,8,7,12,-14,12
-27,6,-6,-4,16,-4,36,0,17,10,-5,10,-33,0,-14,-4,7,-4,27,6,5,11,-16,10
-28,7,-8,-3,14,-4,34,0,16,10,-7,11,-34,0,-14,-5,8,-3,27,7,5,11,-16,10
-27,9,-6,-2,17,-3,38,2,19,11,-4,12,-35,-1,-15,-5,7,-4,27,7,4,10,-18,9
-27,8,-7,-4,14,-5,36,0,16,10,-6,10,-33,-1,-14,-6,8,-4,27,7,5,10,-16,9
-27,7,-7,-4,15,-5,35,0,17,9,-6,10,-32,1,-13,-5,9,-4,28,7,6,11,-15,10
-24,8,-5,-3,17,-5,38,1,19,9,-3,10,-30,3,-11,-2,10,-2,29,8,8,12,-13,11
-27,9,-6,-3,16,-4,37,2,18,11,-5,12,-33,0,-14,-5,8,-5,27,8,5,11,-17,10
-26,8,-7,-3,15,-4,35,1,16,10,-5,11,-30,2,-12,-4,9,-3,28,7,7,11,-14,11
-27,7,-8,-3,13,-4,33,1,15,9,-6,10,-30,2,-11,-4,9,-3,28,7,7,10,-13,10
-29,7,-9,-2,12,-4,32,0,14,10,-8,11,-31,0,-12,-4,9,-3,28,7,7,11,-15,10
-27,8,-7,-3,14,-5,34,-1,16,9,-6,10,-32,0,-13,-4,8,-3,28,7,6,11,-15,10
-28,8,-8,-2,15,-4,35,1,17,11,-6,12,-33,1,-14,-4,8,-3,29,8,6,12,-16,11
-28,8,-8,-3,14,-4,35,1,16,11,-7,11,-33,1,-13,-4,9,-3,29,8,7,12,-15,11
-27,9,-6,-2,16,-3,37,2,18,11,-5,12,-32,1,-13,-4,9,-3,29,8,7,11,-15,10
-26,9,-6,-1,16,-2,38,2,18,11,-4,12,-30,1,-11,-4,10,-3,31,7,9,11,-13,10
-27,8,-7,-3,15,-5,35,0,16,9,-6,10,-29,2,-11,-4,9,-3,29,7,7,10,-13,10
-26,7,-6,-3,16,-5,35,0,17,9,-5,10,-31,0,-12,-5,9,-4,28,6,7,10,-14,9
-26,8,-6,-4,16,-5,36,1,18,10,-5,11,-32,1,-14,-5,8,-5,27,7,5,11,-16,10
-27,8,-7,-2,15,-3,36,2,16,10,-6,10,-32,1,-13,-3,8,-2,27,7,6,11,-15,10
-25,8,-5,-4,17,-5,38,1,19,10,-4,10,-33,2,-15,-4,7,-3,27,8,5,12,-17,11
-26,8,-7,-3,15,-5,35,0,17,9,-5,10,-31,2,-13,-3,9,-2,28,8,7,12,-14,11
-27,8,-6,-3,16,-4,36,1,17,10,-5,11,-34,0,-15,-5,7,-3,27,8,5,11,-17,10
-26,8,-6,-3,16,-4,36,1,18,10,-4,11,-34,1,-15,-4,7,-3,26,8,4,12,-17,11
-27,8,-7,-3,15,-5,35,0,16,10,-6,11,-33,1,-14,-4,7,-3,27,8,5,12,-16,11
-26,8,-7,-3,15,-4,36,1,17,11,-5,12,-35,1,-15,-3,6,-2,26,9,4,13,-18,12
-28,8,-8,-3,13,-5,34,1,16,11,-7,12,-31,2,-13,-4,8,-4,27,8,6,12,-15,11
-27,8,-8,-3,15,-4,35,1,16,10,-6,11,-34,0,-15,-5,6,-3,25,8,4,11,-18,10
-27,8,-7,-3,15,-4,35,1,17,10,-6,11,-34,1,-15,-4,7,-3,26,8,4,11,-17,10
-27,8,-8,-3,14,-4,35,1,16,10,-6,11,-35,1,-15,-3,7,-2,26,8,4,12,-17,11
-28,8,-8,-3,14,-5,35,0,16,10,-6,10,-31,2,-13,-3,8,-3,27,7,6,11,-14,11
-27,7,-7,-4,14,-5,34,0,16,9,-6,10,-31,1,-13,-4,8,-3,27,6,6,10,-14,9
-29,8,-8,-4,14,-5,34,0,16,10,-6,11,-35,1,-16,-4,6,-3,26,7,4,12,-18,11
-26,8,-5,-4,17,-5,37,0,19,10,-4,11,-32,2,-13,-3,8,-3,27,8,6,12,-15,11
-28,7,-8,-4,14,-6,33,0,16,9,-7,10,-31,0,-13,-5,8,-4,27,6,6,10,-15,10
-27,8,-7,-4,15,-6,34,0,16,10,-6,11,-31,1,-12,-5,9,-4,27,7,7,11,-15,10
-25,9,-6,-3,16,-4,36,1,17,10,-4,11,-30,1,-12,-5,9,-4,28,7,7,10,-14,10
-26,7,-7,-3,14,-5,34,0,16,8,-6,9,-32,4,-13,-1,8,-1,27,9,6,12,-15,12
-27,7,-8,-3,13,-5,33,0,15,9,-6,10,-31,2,-13,-4,8,-3,28,8,6,12,-14,11
-26,7,-7,-3,15,-5,35,0,16,9,-6,10,-30,2,-12,-3,9,-3,28,6,7,10,-14,10
-25,7,-5,-4,17,-4,37,1,18,10,-5,10,-32,0,-13,-5,10,-4,29,6,7,11,-15,10
