-27,8,-8,-1,13,-2,33,2,15,11,-7,11,-34,4,-15,-1,5,-1,26,7,5,11,-16,11
-27,7,-7,-3,14,-4,34,1,15,10,-7,10,-33,4,-14,-2,7,-2,27,7,6,11,-16,11
-28,7,-8,-3,14,-4,33,1,15,10,-7,10,-32,4,-13,-1,8,-1,28,7,6,12,-15,12
-29,9,-7,0,15,0,35,3,17,12,-6,12,-40,1,-19,-2,3,-1,24,8,2,12,-21,11
-26,8,-3,0,20,0,42,2,21,12,-3,12,-36,2,-15,-2,6,-1,28,8,6,12,-17,12
-28,9,-5,-1,18,-1,39,4,19,12,-4,12,-40,1,-19,-4,3,-3,26,8,3,11,-20,11
-27,8,-6,0,15,0,35,4,16,11,-6,11,-32,4,-14,-1,7,-1,28,7,7,11,-14,11
-27,9,-4,-1,18,0,39,3,19,10,-4,11,-39,0,-19,-4,3,-2,26,7,3,9,-20,9
-27,8,-4,-1,18,-1,40,3,20,11,-3,11,-36,3,-16,-3,5,-2,27,7,5,10,-17,11
-27,8,-5,-1,16,-1,36,3,17,10,-5,10,-31,3,-13,-2,7,-1,29,7,8,10,-13,11
-27,7,-7,-1,15,-1,36,1,17,10,-5,11,-36,0,-16,-2,4,-1,25,6,4,10,-18,10
-28,10,-6,1,16,2,36,6,17,14,-6,13,-32,3,-13,-2,7,-1,29,8,7,11,-14,11
-26,9,-4,0,18,1,38,6,19,13,-4,12,-33,2,-15,-3,5,-3,27,6,6,9,-16,9
-26,9,-4,-2,18,-3,39,2,20,11,-3,11,-35,2,-17,-4,4,-4,26,6,5,9,-17,10
-28,7,-8,-3,13,-4,34,0,15,10,-7,10,-34,3,-15,-2,6,-2,26,6,5,11,-17,11
-26,9,-3,-3,20,-3,41,3,22,11,-2,12,-38,1,-18,-5,3,-3,26,8,4,10,-19,10
-29,7,-10,-1,11,-2,31,2,12,10,-9,10,-34,4,-15,-1,5,-1,26,7,4,11,-17,11
-28,6,-8,-5,14,-6,35,-2,16,9,-7,10,-34,2,-15,-3,6,-3,26,7,5,11,-17,11
-28,8,-8,-5,14,-7,34,-1,16,10,-7,11,-34,3,-15,-3,6,-3,27,8,5,12,-16,12
-29,6,-10,-2,10,-2,29,1,11,9,-10,9,-30,2,-12,-2,8,-3,27,5,7,9,-13,9
-28,7,-8,-3,14,-4,34,-1,16,9,-7,10,-33,3,-14,-2,7,-2,28,7,6,11,-15,11
-29,7,-9,-4,13,-6,34,-1,15,10,-7,11,-35,1,-15,-4,6,-3,27,6,5,11,-17,11
-28,7,-8,-1,13,-2,34,1,14,10,-8,11,-32,2,-13,-1,7,-1,27,7,6,11,-15,11
-30,9,-10,-5,14,-6,34,1,15,12,-8,13,-38,-1,-18,-7,5,-7,25,6,3,11,-21,10
-28,8,-7,0,14,-1,35,1,15,10,-7,11,-33,2,-14,0,6,0,27,7,5,10,-16,10
-27,9,-6,-3,17,-4,38,1,19,11,-5,12,-37,1,-17,-5,5,-4,26,7,4,10,-19,10
-28,8,-8,-1,13,-1,34,2,15,11,-7,11,-33,3,-14,-1,7,-1,27,7,6,11,-15,11
-26,8,-6,-4,16,-6,36,-1,18,9,-5,10,-33,4,-14,-2,7,-2,27,9,6,12,-16,12
-27,8,-8,-3,14,-4,34,0,16,9,-6,10,-33,3,-14,-1,7,-1,27,8,6,12,-16,11
-27,8,-7,-4,15,-6,36,-1,17,9,-6,10,-35,3,-15,-3,6,-2,27,8,5,11,-17,11
-27,7,-7,-4,15,-5,35,-1,17,9,-6,10,-33,3,-14,-2,7,-2,27,8,5,11,-16,11
-27,8,-7,-4,14,-6,35,-1,16,9,-6,10,-33,4,-14,-2,6,-2,27,8,5,11,-16,11
-26,9,-5,0,16,0,36,3,18,11,-5,11,-33,4,-14,0,6,0,27,8,6,11,-15,12
-25,8,-5,-4,18,-5,38,1,19,10,-4,11,-34,3,-15,-4,6,-3,27,7,5,11,-17,10
-28,8,-8,-1,13,-1,33,3,15,11,-6,11,-34,3,-16,-2,4,-2,25,7,4,11,-17,11
-27,9,-7,0,15,0,37,3,17,11,-5,12,-34,3,-15,-1,6,0,27,7,5,11,-16,11
-27,8,-7,-4,15,-6,35,0,16,9,-6,10,-34,4,-15,-3,6,-2,27,8,5,11,-16,11
-27,9,-7,-3,15,-4,36,1,17,10,-6,11,-34,4,-15,-2,6,-2,27,8,5,11,-16,11
-26,8,-6,-3,15,-4,35,1,16,9,-5,10,-33,3,-14,-3,6,-2,26,7,5,11,-16,10
-26,9,-5,-3,17,-4,38,1,19,11,-4,12,-32,3,-14,-4,8,-3,28,7,6,11,-15,11
-26,8,-6,-2,16,-3,36,1,18,9,-4,10,-33,3,-15,-1,6,-1,27,8,6,11,-15,11
-25,8,-4,-1,17,-1,38,3,19,10,-3,11,-32,3,-14,-2,7,-1,27,7,6,10,-15,10
-26,8,-7,-3,15,-4,35,1,16,9,-6,10,-33,2,-14,-3,7,-2,27,8,5,11,-16,10
-26,9,-5,0,16,-1,37,3,18,11,-4,11,-30,4,-12,-2,8,-1,30,8,9,11,-13,11
-24,7,-3,-2,18,-2,39,2,20,9,-2,9,-30,2,-13,-3,8,-3,30,5,9,9,-13,9
-25,8,-4,0,18,0,40,3,20,11,-3,11,-32,2,-14,-2,7,-2,30,6,8,10,-14,10
-25,8,-5,0,16,-1,38,2,18,10,-4,11,-31,3,-13,-1,7,0,29,7,7,11,-14,11
-26,8,-7,-2,15,-3,35,1,16,10,-6,10,-32,3,-13,-1,7,-1,28,7,6,11,-15,11
-24,9,-4,-4,18,-6,39,0,21,9,-2,10,-32,3,-14,-4,7,-3,27,8,6,11,-15,11
-25,9,-5,-1,16,-1,38,2,18,10,-4,11,-29,1,-12,-4,8,-3,29,5,8,9,-13,9
-27,9,-6,1,15,1,37,4,17,11,-5,12,-31,3,-14,-1,7,-1,28,6,7,10,-14,10
-30,9,-9,0,13,0,34,2,15,12,-8,12,-35,3,-17,-1,4,-1,26,7,4,11,-18,11
-37,-5,-15,-15,8,-15,27,-8,10,1,-14,1,-35,2,-17,-4,4,-5,26,4,5,10,-18,11
-32,6,-11,-3,11,-4,31,1,13,10,-10,10,-35,0,-17,-5,4,-5,25,4,4,8,-18,8
-28,8,-7,-1,14,-1,36,1,16,10,-6,11,-32,3,-14,0,7,0,29,7,7,11,-14,11
-26,7,-6,-3,16,-3,37,1,18,9,-4,10,-31,2,-13,-2,8,-2,29,6,8,10,-14,10
-27,9,-6,0,16,0,37,3,18,11,-5,12,-32,1,-13,-3,8,-2,30,5,8,10,-14,10
-27,9,-6,0,15,0,37,3,17,11,-5,11,-32,3,-15,-1,5,-1,27,7,6,11,-15,11
-26,8,-6,1,14,1,35,4,16,11,-6,11,-30,3,-13,-1,7,-1,28,6,8,10,-13,10
-27,9,-6,1,15,1,37,4,17,11,-5,12,-31,4,-13,0,7,0,29,8,8,11,-13,11
-25,10,-4,1,18,1,39,4,19,12,-3,12,-32,4,-14,-1,6,0,28,7,7,11,-15,11
-28,9,-8,-1,13,-1,34,2,15,11,-7,12,-33,1,-15,-4,5,-2,25,6,4,11,-17,10
-29,5,-7,-1,15,-1,36,2,16,10,-7,10,-31,3,-13,-1,8,-2,31,4,9,9,-13,10
-26,9,-7,0,14,0,35,4,16,11,-6,11,-31,2,-13,-2,7,-2,27,7,7,10,-13,10
-28,9,-7,0,14,-1,35,2,16,11,-6,11,-32,4,-14,-1,7,-1,29,8,7,11,-14,11
-27,9,-8,-1,14,-1,35,3,16,12,-6,12,-31,3,-13,-3,7,-1,28,8,7,12,-14,11
-26,9,-7,1,13,1,34,4,15,12,-6,12,-30,2,-13,-3,7,-2,28,6,7,10,-13,10
-21,10,2,0,26,1,51,6,28,13,2,14,-32,0,-13,-4,9,-3,31,6,9,10,-14,9
-27,10,-6,0,15,0,37,4,18,13,-5,13,-32,2,-13,-3,8,-2,30,7,7,11,-14,11
-28,9,-7,0,14,0,36,5,16,12,-6,12,-31,1,-13,-4,8,-3,29,7,8,11,-14,10
-26,10,-6,1,16,1,38,5,17,12,-5,12,-31,3,-14,-2,7,-1,29,8,7,11,-14,11
-27,9,-7,0,16,1,37,4,17,12,-5,12,-31,2,-14,-2,7,-2,28,6,7,10,-15,10
-26,9,-5,-2,17,-3,39,2,20,11,-4,12,-32,1,-14,-4,7,-3,29,7,7,11,-15,11
-26,9,-6,-1,17,0,38,3,18,11,-4,11,-32,2,-14,-2,6,-1,28,7,6,11,-15,11
-28,9,-7,0,14,0,36,2,16,11,-6,12,-32,2,-14,-1,7,-1,29,7,7,12,-14,11
-28,8,-8,-1,13,-1,34,3,15,11,-7,11,-31,1,-14,-4,7,-2,28,6,6,11,-15,10
-28,8,-7,-3,16,-4,36,1,17,11,-6,11,-33,2,-14,-4,7,-3,27,6,6,11,-15,11
-29,7,-9,0,12,0,31,2,13,11,-8,11,-33,2,-14,-1,6,-1,27,6,6,11,-15,11
-27,7,-7,-1,15,-1,36,1,17,10,-6,10,-34,3,-16,-1,5,-1,26,6,5,11,-16,11
-28,8,-7,-1,16,-1,38,2,18,11,-5,12,-34,-1,-16,-5,5,-4,27,5,5,10,-17,9
-27,8,-7,-1,15,-1,37,2,17,11,-5,11,-33,1,-15,-3,6,-2,27,6,5,10,-16,10
-28,8,-8,-1,14,-2,36,2,16,11,-6,12,-32,1,-15,-4,5,-3,27,6,5,10,-16,10
-29,8,-8,0,14,0,36,2,16,11,-7,12,-33,2,-15,-2,6,-1,28,6,6,11,-16,11
-29,7,-8,-2,14,-2,36,2,16,10,-8,10,-33,1,-15,-4,5,-2,27,6,5,10,-16,10
-30,7,-9,1,12,2,35,3,14,11,-9,11,-32,5,-14,2,6,1,28,6,7,11,-14,12
-27,8,-6,0,16,1,38,4,18,11,-5,12,-32,3,-13,-1,8,-1,30,6,8,10,-14,10
-30,6,-8,-2,15,-1,36,3,16,13,-7,13,-31,1,-13,-4,8,-4,29,4,8,11,-14,11
-30,7,-9,-3,13,-2,34,3,14,12,-8,12,-30,3,-13,-3,8,-4,29,6,8,11,-13,12
-32,7,-10,-5,13,-5,34,1,15,12,-9,12,-36,0,-17,-6,6,-5,28,7,5,12,-19,12
-30,6,-9,-2,13,-1,33,3,15,12,-8,11,-32,1,-15,-4,7,-3,27,5,6,11,-15,10
-29,6,-7,-3,15,-3,34,3,16,12,-7,11,-34,2,-16,-5,6,-4,27,6,6,11,-16,11
-27,9,-6,0,15,1,37,4,17,12,-5,12,-31,1,-14,-3,7,-2,29,6,8,9,-14,9
-30,9,-9,-2,14,-1,35,4,15,13,-8,13,-32,3,-14,-3,7,-2,28,8,7,13,-15,13
-31,7,-9,-2,13,-2,33,3,14,11,-9,12,-34,4,-16,-2,5,-2,27,7,5,11,-17,12
-27,10,-6,-2,16,-3,37,3,18,12,-5,12,-28,1,-11,-6,10,-5,31,6,10,10,-12,10
-27,9,-6,-1,16,-1,38,3,18,11,-5,12,-32,4,-14,-2,7,-2,28,8,7,11,-14,11
-29,7,-8,-1,13,0,34,2,14,9,-7,10,-31,4,-14,0,6,0,28,7,7,11,-14,11
-31,7,-9,-3,13,-3,34,2,15,11,-8,11,-30,0,-12,-5,9,-5,31,4,9,9,-13,9
-31,8,-10,-2,13,-2,34,1,15,11,-9,12,-33,0,-15,-4,6,-3,27,6,6,11,-16,10
-26,8,-5,-1,18,-1,39,3,19,11,-4,11,-31,3,-13,-2,8,-2,30,6,8,11,-14,11
-30,6,-8,-1,13,0,34,2,15,12,-8,12,-32,0,-13,-3,7,-2,29,5,7,10,-14,9
-28,10,-8,1,13,1,34,4,15,13,-7,13,-29,1,-12,-3,9,-2,29,6,9,10,-12,10
-28,8,-7,0,15,1,37,4,16,12,-6,12,-30,1,-12,-4,9,-2,31,5,9,9,-13,9
-27,9,-7,0,15,-1,37,2,17,12,-6,12,-33,1,-14,-3,7,-2,28,6,6,11,-15,10
-31,9,-10,0,12,0,33,4,13,13,-9,13,-31,1,-13,-3,8,-2,30,6,8,10,-14,10
-30,5,-7,-4,15,-4,36,2,16,10,-7,10,-30,0,-12,-6,9,-5,31,3,9,8,-13,8
-30,9,-9,0,13,1,34,3,15,12,-8,12,-30,1,-13,-3,7,-2,29,5,7,9,-14,9
-29,10,-9,1,13,1,35,4,14,12,-8,12,-32,3,-14,-1,6,-1,27,8,6,11,-15,11
-30,7,-9,-3,12,-4,32,1,14,10,-8,11,-30,1,-12,-5,8,-4,28,7,8,11,-13,10
-33,9,-12,0,10,-1,31,3,12,12,-11,12,-32,2,-14,-2,6,-1,28,7,6,11,-15,11
-26,8,-6,-2,15,-3,36,2,17,10,-5,11,-30,-1,-12,-6,8,-5,28,5,7,8,-14,8
-29,8,-8,-1,13,-1,33,2,14,11,-8,11,-32,1,-13,-3,7,-2,28,7,7,10,-14,10
-31,8,-9,-2,13,-3,33,3,15,13,-8,12,-31,1,-13,-5,8,-5,29,6,8,10,-14,10
-31,8,-9,-1,13,-1,34,3,15,12,-8,12,-31,2,-12,-4,8,-3,29,6,8,10,-13,10
-28,9,-7,-2,15,-3,36,2,18,11,-5,12,-33,2,-13,-3,8,-2,28,8,7,12,-15,12
-31,8,-9,-4,15,-3,36,3,16,13,-8,13,-42,-2,-21,-7,3,-6,25,7,2,12,-23,10
-31,8,-10,-4,14,-4,35,2,16,13,-9,13,-33,-7,-14,-14,8,-13,29,0,7,4,-16,4
-28,8,-6,0,15,0,37,4,17,11,-6,11,-31,3,-13,-1,7,0,29,7,8,10,-13,10
-27,9,-8,0,13,0,34,4,15,12,-7,12,-30,0,-13,-5,7,-4,27,6,6,9,-14,8
-26,9,-5,1,17,1,39,4,18,11,-4,12,-32,2,-14,-2,7,-2,28,5,7,8,-14,9
-30,6,-8,-2,14,-3,34,0,16,10,-8,11,-32,0,-13,-3,8,-3,30,5,7,10,-14,10
-28,9,-7,1,14,1,36,3,16,11,-6,12,-32,4,-13,0,7,0,28,7,7,11,-14,11
-29,9,-8,-1,14,-1,35,2,17,12,-7,13,-33,2,-15,-2,6,-2,27,7,6,11,-16,12
-28,9,-7,0,15,0,37,3,17,11,-6,12,-32,2,-14,-2,7,-1,28,8,6,11,-15,10
-26,7,-6,0,16,0,37,2,17,10,-5,11,-31,-2,-13,-4,7,-3,27,4,7,8,-14,7
-29,8,-7,-3,15,-3,36,2,17,11,-7,11,-33,0,-15,-6,6,-5,27,5,6,9,-16,9
-31,6,-10,-1,12,-1,32,1,13,11,-9,11,-36,2,-17,-1,4,-1,25,6,4,11,-18,11
-30,8,-9,-1,13,-2,35,2,15,11,-7,11,-33,3,-15,-2,6,-2,28,7,6,11,-15,11
-32,7,-10,-1,12,-1,33,2,13,12,-10,12,-34,1,-16,-4,5,-3,27,5,5,10,-17,10
-29,8,-7,-2,15,-3,35,1,17,11,-6,11,-33,2,-14,-3,7,-3,28,7,7,11,-15,11
-30,9,-9,1,13,1,34,3,14,13,-8,13,-33,2,-14,-1,6,-1,28,7,6,11,-15,11
-27,8,-6,-3,16,-3,37,1,18,11,-4,12,-33,0,-14,-5,7,-4,28,6,6,11,-15,10
-28,7,-8,-5,14,-7,35,-1,16,9,-7,10,-32,1,-14,-5,7,-4,27,7,6,12,-15,11
-29,7,-8,-1,14,0,36,2,15,11,-7,11,-32,-1,-14,-4,6,-3,28,3,6,8,-15,8
-30,6,-7,1,14,1,37,2,16,11,-7,11,-31,1,-12,-1,8,-2,30,3,9,8,-12,9
-28,7,-7,0,14,0,35,2,15,10,-6,10,-32,2,-14,-1,7,-1,28,6,7,10,-14,10
-29,8,-8,1,12,1,31,3,14,12,-8,12,-32,3,-14,0,6,0,27,7,6,11,-15,11
-29,9,-7,1,15,0,36,2,16,11,-6,12,-34,2,-15,-2,5,-1,28,6,5,10,-16,10
-28,8,-7,-1,15,-1,37,2,17,10,-6,11,-32,4,-13,0,8,0,30,8,8,12,-14,12
-30,9,-8,-2,15,-3,36,2,17,12,-7,12,-33,2,-15,-3,7,-2,29,8,7,12,-16,12
-27,7,-7,-1,15,-1,36,1,17,10,-6,10,-33,3,-15,-1,5,-1,27,8,5,11,-16,11
-26,9,-5,-2,17,-3,38,3,18,11,-4,12,-31,1,-12,-5,8,-4,29,6,8,10,-14,9
-26,8,-6,-2,15,-3,37,2,18,9,-5,10,-33,4,-14,-1,6,-1,26,8,5,11,-16,11
-32,4,-11,-7,11,-7,31,0,13,10,-11,9,-33,2,-14,-6,7,-6,28,5,7,10,-15,11
-30,6,-10,-6,12,-7,33,0,14,10,-9,10,-32,1,-14,-6,7,-5,27,6,6,11,-16,11
-26,7,-6,-2,16,-2,36,1,17,10,-5,10,-31,2,-13,-2,8,-2,28,6,7,10,-14,10
-31,6,-9,-5,14,-5,36,2,15,11,-9,11,-32,-7,-13,-14,9,-14,31,-2,9,4,-14,4
-26,7,-6,-3,16,-4,37,0,18,10,-5,10,-32,0,-13,-5,8,-4,28,7,7,11,-15,10
-27,8,-5,-2,18,-3,41,3,20,11,-4,11,-33,1,-14,-4,8,-4,30,6,8,10,-15,10
-26,9,-5,-3,16,-4,37,2,18,10,-4,11,-30,2,-13,-5,9,-4,30,7,8,10,-13,10
-27,8,-6,-3,17,-4,38,2,19,11,-4,12,-32,0,-13,-5,9,-4,30,7,8,11,-14,10
-31,7,-10,-5,13,-5,33,2,15,12,-9,12,-31,-4,-13,-13,9,-14,30,-2,9,4,-13,4
-27,7,-7,-3,14,-4,34,0,16,9,-6,10,-32,3,-13,-1,7,-1,28,8,7,12,-14,12
-25,8,-5,-4,17,-5,38,1,19,10,-4,11,-31,2,-13,-4,8,-4,29,8,8,11,-14,11
-31,8,-10,0,12,0,33,3,13,12,-9,12,-36,1,-17,-3,4,-2,26,7,4,11,-18,10
-29,8,-7,-2,14,-2,35,2,16,11,-7,12,-34,1,-15,-3,6,-2,28,7,6,11,-16,11
-31,6,-10,-2,11,-2,32,1,13,11,-9,10,-29,0,-12,-4,8,-3,30,5,8,10,-12,9
-26,7,-7,-2,15,-2,37,2,17,10,-6,10,-28,1,-11,-4,9,-3,31,5,10,9,-11,9
-28,8,-7,-1,15,-1,37,3,17,12,-6,12,-31,2,-13,-4,8,-3,29,6,8,10,-13,10
-29,9,-8,-2,14,-3,35,2,16,12,-7,12,-32,2,-14,-4,8,-3,28,7,7,12,-15,11
-28,8,-7,-1,15,-1,37,2,17,12,-6,12,-32,1,-14,-4,7,-3,28,6,7,10,-15,10
-29,6,-8,-2,13,-1,33,1,15,10,-8,10,-32,0,-14,-3,6,-2,28,5,6,9,-15,9
-29,8,-9,-2,13,-2,34,2,15,11,-8,11,-30,2,-13,-3,8,-3,30,6,8,10,-13,10
-28,9,-7,-2,15,-3,36,2,17,12,-6,13,-30,1,-12,-5,9,-4,31,7,9,11,-14,10
-29,7,-7,-2,14,-3,35,2,16,11,-7,11,-32,2,-14,-2,7,-2,28,6,7,10,-14,10
-30,7,-8,-1,14,-1,35,2,15,12,-7,12,-33,-1,-14,-4,7,-3,29,6,6,10,-15,9
-29,6,-8,-2,13,-2,34,1,15,9,-7,9,-32,1,-14,-3,6,-2,27,5,5,9,-15,9
-30,9,-9,1,12,0,34,4,14,12,-8,12,-32,3,-14,-1,6,-1,28,8,6,11,-15,10
-26,8,-5,0,16,1,39,3,18,11,-5,11,-30,4,-12,0,8,0,31,6,9,10,-13,11
-29,8,-8,0,13,0,36,3,15,11,-7,12,-30,0,-12,-3,8,-3,30,5,8,9,-13,8
-31,6,-9,0,12,1,33,4,14,12,-9,11,-28,2,-11,-1,9,-1,32,4,10,10,-11,10
-29,7,-7,0,14,1,37,3,15,12,-7,12,-28,-1,-10,-4,10,-3,32,3,10,8,-11,8
-27,8,-6,0,15,1,38,4,17,11,-6,11,-28,0,-11,-4,9,-3,31,4,9,7,-12,7
-29,9,-8,0,14,0,36,3,16,12,-7,12,-31,3,-13,-2,8,-2,29,7,7,11,-14,10
-26,9,-6,0,17,1,38,5,18,12,-5,12,-30,3,-12,-3,9,-2,30,7,9,10,-13,11
-30,8,-8,-3,15,-4,36,2,17,11,-7,11,-30,2,-13,-5,9,-4,31,6,9,10,-13,10
-29,8,-7,-3,16,-4,35,2,17,11,-6,11,-32,0,-13,-5,8,-4,29,6,7,10,-15,9
-29,9,-8,0,14,1,36,5,16,13,-8,13,-30,0,-13,-4,8,-4,29,4,8,8,-13,8
-27,8,-6,-3,17,-4,38,2,18,10,-5,11,-30,0,-12,-6,9,-5,30,5,9,9,-13,9
-28,8,-7,-1,15,-1,36,3,17,11,-6,12,-31,1,-13,-3,8,-3,30,6,8,10,-14,9
-24,-7,0,-15,23,-15,44,-12,24,-2,0,-2,-46,-12,-26,-15,-4,-14,18,-5,-4,0,-28,0
-32,3,-9,-4,13,-4,35,-2,14,7,-9,7,-34,4,-15,1,5,2,27,8,6,12,-16,12
-28,7,-7,0,14,0,34,3,15,10,-7,10,-32,3,-14,0,6,0,27,7,6,11,-14,10
-32,8,-11,-1,11,-1,32,3,13,12,-10,12,-33,1,-15,-3,6,-3,27,6,6,11,-16,10
-28,9,-8,0,14,0,36,4,16,13,-7,13,-32,3,-14,-2,6,-1,27,8,6,12,-16,12
-27,9,-7,-2,16,-2,37,3,17,12,-5,12,-32,1,-14,-5,6,-3,27,7,6,10,-16,10
-26,7,-6,-3,16,-2,37,3,17,10,-5,11,-31,0,-14,-6,7,-5,27,4,6,9,-15,8
-28,7,-8,-3,14,-3,35,1,16,9,-7,10,-31,2,-14,-4,6,-3,27,6,6,10,-15,10
-27,8,-7,-1,15,-1,36,3,16,11,-6,11,-32,2,-15,-3,5,-3,26,5,5,10,-16,10
-28,6,-9,-3,11,-3,30,1,12,10,-8,11,-31,2,-13,-3,6,-3,25,5,6,10,-14,10
-26,7,-7,-5,13,-6,33,0,15,9,-6,10,-35,-1,-18,-7,2,-6,22,5,1,9,-19,8
